"Monkey","","LR(1)","?","Java","separate","generated","Java Virtual Machine","No","GNU GPL"
"More Than Parsing","","LL(1)","?","Java","separate","generated","Java Virtual Machine","No","GNU GPL"
"Msta","","LALR(k), LR(k)","YACC, EBNF","C, C++","mixed","external or generated","POSIX, Cygwin","No","GNU GPL"
"MyParser","","LL(*)","Markdown","C++11","separate","internal","any platform with standard C++11 compiler","No","MIT License"
"NLT","","GLR","C#/BNF-like","C#","mixed","mixed",".NET Framework","No","MIT"
"ocamlyacc","","LALR(1)","?","OCaml","mixed","external","all","No","QPL"
"olex","","LL(1)","?","C++","mixed","generated","all","No","GNU GPL"
"Parsec","","LL, Backtracking","?","Haskell","mixed","none","all","No","BSD"
"Parse::Yapp","","LALR(1)","?","Perl","mixed","external","all","No","GNU GPL"
"Parser Objects","?","LL(k)","?","Java","mixed","?","Java Virtual Machine","No","zlib"
"PCCTS","","LL","?","C, C++","?","?","all","No","?"
"PLY","","LALR(1)","BNF","Python","mixed","generated","all","No","MIT License"
"PlyPlus","","LALR(1)","EBNF","Python","separate","generated","all","No","MIT License"
"PRECC","","LL(k)","?","C","separate","generated","DOS, POSIX","No","GNU GPL"
"QLALR","","LALR(1)","?","C++","mixed","external","all","No","GNU GPL"
"RPATK","","Recursive descent, Backtracking","BNF","C (no generation, library)","separate","none","all","No","GNU GPL"
"SableCC","","LALR(1)","?","C, C++, C#, Java, OCaml, Python","separate","generated","all","No","GNU LGPL"
"Simple Parser","","Recursive descent","Python","Python","separate","generated","all","No","GNU LGPL"
"SLK","","LL(k) LR(k)","EBNF","C, C++, C#, Java","separate","external","all","No","Proprietary"
"Spirit","","Recursive descent","?","C++","mixed","internal","all","No","Boost"
"Sprache","","LL, Backtracking","C#","interpreted","mixed","internal",".NET Framework","No","MIT"
"Styx","","LALR(1)","?","C, C++","separate","generated","all","No","GNU LGPL"
"Sweet Parser","","LALR(1)","?","C++","separate","generated","Microsoft Windows","No","zlib"
"Tap","","LL(1)","?","C++","mixed","generated","all","No","GNU GPL"
"TextTransformer","","LL(k)","?","C++","mixed","generated","Microsoft Windows","Yes","Proprietary"
"TinyPG","","LL(1)","?","C#, Visual Basic","?","?","Microsoft Windows","Yes","CPOL 1.0"
"Toy Parser Generator","","Recursive descent","?","Python","mixed","generated","all","No","GNU LGPL"
"TP Yacc","","LALR(1)","?","Turbo Pascal","mixed","external","all","Yes","GNU GPL"
"UniCC","","LALR(1)","EBNF","C, target-language independent","mixed","generated","POSIX","No","Artistic 2.0"
"Whale","","LR(?), some conjunctive stuff, see Whale Calf","?","C++","mixed","external","all","No","Proprietary"
"wisent","","LALR(1)","?","C++, Java","mixed","external","all","No","GNU GPL"
"Yacc (AT&T)/Sun","/","LALR(1)","YACC","C","mixed","external","POSIX","No","CPL & CDDL"
"Yacc++","","LR(1), LALR(1)","YACC","C++, C#","mixed","generated or external","all","No","Proprietary"
"Yapps","","LL(1)","?","Python","mixed","generated","all","No","MIT"
"yecc","","LALR(1)","?","Erlang","separate","generated","all","No","Erlang"
"Visual BNF","","LR(1), LALR(1)","?","C#","separate","generated",".NET Framework","Yes","Proprietary"
"YooParse","","LR(1), LALR(1)","?","C++","mixed","external","all","No","MIT"
"Parse","","LR(1)","BNF in C++ types","?","?","none","C++11 compliant compiler","No","MIT"
"Product","Website","Parsing algorithm","Input grammar notation","Output languages","Grammar, code","Lexer","Development platform","IDE","License"
